"{1.*^-8, 1.*^-8, 0.72}","{1.*^-8, 1.1333333333333334*^-8, 0.88}","{1.*^-8, 1.2844444444444444*^-8, 1.}","{1.*^-8, 1.4557037037037036*^-8, 1.}","{1.*^-8, 1.6497975308641973*^-8, 1.}","{1.*^-8, 1.8697705349794235*^-8, 1.}","{1.*^-8, 2.11907327297668*^-8, 1.}","{1.*^-8, 2.4016163760402372*^-8, 1.}","{1.*^-8, 2.7218318928456022*^-8, 1.}","{1.*^-8, 3.0847428118916824*^-8, 1.}","{1.*^-8, 3.49604185347724*^-8, 0.96}","{1.*^-8, 3.962180767274206*^-8, 1.}","{1.*^-8, 4.4904715362441*^-8, 1.}","{1.*^-8, 5.0892010744099796*^-8, 1.}","{1.*^-8, 5.7677612176646436*^-8, 1.}","{1.*^-8, 6.536796046686596*^-8, 1.}","{1.*^-8, 7.408368852911476*^-8, 1.}","{1.*^-8, 8.396151366633006*^-8, 1.}","{1.*^-8, 9.515638215517407*^-8, 1.}","{1.*^-8, 1.0784389977586394*^-7, 1.}","{1.*^-8, 1.222230864126458*^-7, 1.}","{1.*^-8, 1.385194979343319*^-7, 1.}","{1.*^-8, 1.5698876432557614*^-7, 1.}","{1.*^-8, 1.7792059956898628*^-7, 1.}","{1.*^-8, 2.0164334617818446*^-7, 1.}","{1.*^-8, 2.2852912566860905*^-7, 1.}","{1.*^-8, 2.589996757577569*^-7, 1.}","{1.*^-8, 2.9353296585879116*^-7, 1.}","{1.*^-8, 3.326706946399633*^-7, 0.88}","{1.*^-8, 3.7702678725862507*^-7, 0.88}","{1.*^-8, 4.272970255597751*^-7, 0.76}","{1.*^-8, 4.842699623010784*^-7, 0.8}","{1.*^-8, 5.488392906078889*^-7, 0.88}","{1.*^-8, 6.220178626889407*^-7, 0.88}","{1.*^-8, 7.049535777141328*^-7, 0.8}","{1.*^-8, 7.989473880760171*^-7, 0.84}","{1.*^-8, 9.054737064861527*^-7, 0.96}","{1.*^-8, 1.0262035340176398*^-6, 0.88}","{1.*^-8, 1.1630306718866583*^-6, 0.84}","{1.*^-8, 1.3181014281382127*^-6, 0.68}","{1.*^-8, 1.4938482852233077*^-6, 0.8}","{1.*^-8, 1.6930280565864154*^-6, 0.64}","{1.*^-8, 1.9187651307979373*^-6, 0.88}","{1.*^-8, 2.1746004815709958*^-6, 0.84}","{1.*^-8, 2.4645472124471284*^-6, 0.68}","{1.*^-8, 2.7931535074400787*^-6, 0.72}","{1.*^-8, 3.165573975098756*^-6, 0.68}","{1.*^-8, 3.5876505051119234*^-6, 0.76}","{1.*^-8, 4.066003905793513*^-6, 0.8}","{1.*^-8, 4.608137759899315*^-6, 0.84}","{1.*^-8, 5.22255612788589*^-6, 0.72}","{1.*^-8, 5.918896944937342*^-6, 0.68}","{1.*^-8, 6.708083204262321*^-6, 0.84}","{1.*^-8, 7.6024942981639635*^-6, 0.64}","{1.*^-8, 8.616160204585826*^-6, 0.76}","{1.*^-8, 9.76498156519727*^-6, 0.56}","{1.*^-8, 0.000011066979107223572, 0.76}","{1.*^-8, 0.000012542576321520048, 0.72}","{1.*^-8, 0.000014214919831056053, 0.8}","{1.*^-8, 0.00001611024247519686, 0.6}","{1.*^-8, 0.000018258274805223106, 0.64}","{1.*^-8, 0.00002069271144591952, 0.68}","{1.*^-8, 0.000023451739638708786, 0.8}","{1.*^-8, 0.00002657863825720329, 0.8}","{1.*^-8, 0.000030122456691497062, 0.68}","{1.*^-8, 0.00003413878425036334, 0.76}","{1.*^-8, 0.00003869062215041178, 0.68}","{1.*^-8, 0.00004384937177046668, 0.88}","{1.*^-8, 0.00004969595467319557, 0.8}","{1.*^-8, 0.00005632208196295498, 0.72}","{1.*^-8, 0.00006383169289134897, 0.52}","{1.*^-8, 0.00007234258527686216, 0.64}","{1.*^-8, 0.00008198826331377712, 0.8}","{1.*^-8, 0.00009292003175561406, 0.72}","{1.*^-8, 0.00010530936932302926, 0.68}"
"{1.1333333333333334*^-8, 1.*^-8, 0.88}","{1.1333333333333334*^-8, 1.1333333333333334*^-8, 0.92}","{1.1333333333333334*^-8, 1.2844444444444444*^-8, 0.92}","{1.1333333333333334*^-8, 1.4557037037037036*^-8, 1.}","{1.1333333333333334*^-8, 1.6497975308641973*^-8, 1.}","{1.1333333333333334*^-8, 1.8697705349794235*^-8, 1.}","{1.1333333333333334*^-8, 2.11907327297668*^-8, 1.}","{1.1333333333333334*^-8, 2.4016163760402372*^-8, 1.}","{1.1333333333333334*^-8, 2.7218318928456022*^-8, 1.}","{1.1333333333333334*^-8, 3.0847428118916824*^-8, 1.}","{1.1333333333333334*^-8, 3.49604185347724*^-8, 1.}","{1.1333333333333334*^-8, 3.962180767274206*^-8, 1.}","{1.1333333333333334*^-8, 4.4904715362441*^-8, 1.}","{1.1333333333333334*^-8, 5.0892010744099796*^-8, 1.}","{1.1333333333333334*^-8, 5.7677612176646436*^-8, 1.}","{1.1333333333333334*^-8, 6.536796046686596*^-8, 1.}","{1.1333333333333334*^-8, 7.408368852911476*^-8, 1.}","{1.1333333333333334*^-8, 8.396151366633006*^-8, 1.}","{1.1333333333333334*^-8, 9.515638215517407*^-8, 1.}","{1.1333333333333334*^-8, 1.0784389977586394*^-7, 1.}","{1.1333333333333334*^-8, 1.222230864126458*^-7, 1.}","{1.1333333333333334*^-8, 1.385194979343319*^-7, 1.}","{1.1333333333333334*^-8, 1.5698876432557614*^-7, 1.}","{1.1333333333333334*^-8, 1.7792059956898628*^-7, 1.}","{1.1333333333333334*^-8, 2.0164334617818446*^-7, 1.}","{1.1333333333333334*^-8, 2.2852912566860905*^-7, 1.}","{1.1333333333333334*^-8, 2.589996757577569*^-7, 1.}","{1.1333333333333334*^-8, 2.9353296585879116*^-7, 1.}","{1.1333333333333334*^-8, 3.326706946399633*^-7, 1.}","{1.1333333333333334*^-8, 3.7702678725862507*^-7, 1.}","{1.1333333333333334*^-8, 4.272970255597751*^-7, 1.}","{1.1333333333333334*^-8, 4.842699623010784*^-7, 1.}","{1.1333333333333334*^-8, 5.488392906078889*^-7, 1.}","{1.1333333333333334*^-8, 6.220178626889407*^-7, 1.}","{1.1333333333333334*^-8, 7.049535777141328*^-7, 1.}","{1.1333333333333334*^-8, 7.989473880760171*^-7, 1.}","{1.1333333333333334*^-8, 9.054737064861527*^-7, 1.}","{1.1333333333333334*^-8, 1.0262035340176398*^-6, 1.}","{1.1333333333333334*^-8, 1.1630306718866583*^-6, 1.}","{1.1333333333333334*^-8, 1.3181014281382127*^-6, 1.}","{1.1333333333333334*^-8, 1.4938482852233077*^-6, 0.8}","{1.1333333333333334*^-8, 1.6930280565864154*^-6, 0.88}","{1.1333333333333334*^-8, 1.9187651307979373*^-6, 0.96}","{1.1333333333333334*^-8, 2.1746004815709958*^-6, 0.88}","{1.1333333333333334*^-8, 2.4645472124471284*^-6, 0.88}","{1.1333333333333334*^-8, 2.7931535074400787*^-6, 0.8}","{1.1333333333333334*^-8, 3.165573975098756*^-6, 0.72}","{1.1333333333333334*^-8, 3.5876505051119234*^-6, 0.76}","{1.1333333333333334*^-8, 4.066003905793513*^-6, 0.8}","{1.1333333333333334*^-8, 4.608137759899315*^-6, 0.92}","{1.1333333333333334*^-8, 5.22255612788589*^-6, 0.8}","{1.1333333333333334*^-8, 5.918896944937342*^-6, 0.68}","{1.1333333333333334*^-8, 6.708083204262321*^-6, 0.92}","{1.1333333333333334*^-8, 7.6024942981639635*^-6, 0.76}","{1.1333333333333334*^-8, 8.616160204585826*^-6, 0.68}","{1.1333333333333334*^-8, 9.76498156519727*^-6, 0.6}","{1.1333333333333334*^-8, 0.000011066979107223572, 0.56}","{1.1333333333333334*^-8, 0.000012542576321520048, 0.88}","{1.1333333333333334*^-8, 0.000014214919831056053, 0.84}","{1.1333333333333334*^-8, 0.00001611024247519686, 0.64}","{1.1333333333333334*^-8, 0.000018258274805223106, 0.76}","{1.1333333333333334*^-8, 0.00002069271144591952, 0.6}","{1.1333333333333334*^-8, 0.000023451739638708786, 0.6}","{1.1333333333333334*^-8, 0.00002657863825720329, 0.64}","{1.1333333333333334*^-8, 0.000030122456691497062, 0.72}","{1.1333333333333334*^-8, 0.00003413878425036334, 0.72}","{1.1333333333333334*^-8, 0.00003869062215041178, 0.68}","{1.1333333333333334*^-8, 0.00004384937177046668, 0.64}","{1.1333333333333334*^-8, 0.00004969595467319557, 0.76}","{1.1333333333333334*^-8, 0.00005632208196295498, 0.8}","{1.1333333333333334*^-8, 0.00006383169289134897, 0.68}","{1.1333333333333334*^-8, 0.00007234258527686216, 0.64}","{1.1333333333333334*^-8, 0.00008198826331377712, 0.64}","{1.1333333333333334*^-8, 0.00009292003175561406, 0.72}","{1.1333333333333334*^-8, 0.00010530936932302926, 0.72}"
"{1.2844444444444444*^-8, 1.*^-8, 0.24}","{1.2844444444444444*^-8, 1.1333333333333334*^-8, 0.28}","{1.2844444444444444*^-8, 1.2844444444444444*^-8, 0.2}","{1.2844444444444444*^-8, 1.4557037037037036*^-8, 0.32}","{1.2844444444444444*^-8, 1.6497975308641973*^-8, 0.28}","{1.2844444444444444*^-8, 1.8697705349794235*^-8, 0.44}","{1.2844444444444444*^-8, 2.11907327297668*^-8, 0.32}","{1.2844444444444444*^-8, 2.4016163760402372*^-8, 0.52}","{1.2844444444444444*^-8, 2.7218318928456022*^-8, 0.16}","{1.2844444444444444*^-8, 3.0847428118916824*^-8, 0.24}","{1.2844444444444444*^-8, 3.49604185347724*^-8, 0.4}","{1.2844444444444444*^-8, 3.962180767274206*^-8, 0.28}","{1.2844444444444444*^-8, 4.4904715362441*^-8, 0.52}","{1.2844444444444444*^-8, 5.0892010744099796*^-8, 0.28}","{1.2844444444444444*^-8, 5.7677612176646436*^-8, 0.16}","{1.2844444444444444*^-8, 6.536796046686596*^-8, 0.36}","{1.2844444444444444*^-8, 7.408368852911476*^-8, 0.28}","{1.2844444444444444*^-8, 8.396151366633006*^-8, 0.24}","{1.2844444444444444*^-8, 9.515638215517407*^-8, 0.28}","{1.2844444444444444*^-8, 1.0784389977586394*^-7, 0.36}","{1.2844444444444444*^-8, 1.222230864126458*^-7, 0.16}","{1.2844444444444444*^-8, 1.385194979343319*^-7, 0.24}","{1.2844444444444444*^-8, 1.5698876432557614*^-7, 0.16}","{1.2844444444444444*^-8, 1.7792059956898628*^-7, 0.2}","{1.2844444444444444*^-8, 2.0164334617818446*^-7, 0.2}","{1.2844444444444444*^-8, 2.2852912566860905*^-7, 0.08}","{1.2844444444444444*^-8, 2.589996757577569*^-7, 0.32}","{1.2844444444444444*^-8, 2.9353296585879116*^-7, 0.28}","{1.2844444444444444*^-8, 3.326706946399633*^-7, 0.28}","{1.2844444444444444*^-8, 3.7702678725862507*^-7, 0.28}","{1.2844444444444444*^-8, 4.272970255597751*^-7, 0.16}","{1.2844444444444444*^-8, 4.842699623010784*^-7, 0.2}","{1.2844444444444444*^-8, 5.488392906078889*^-7, 0.12}","{1.2844444444444444*^-8, 6.220178626889407*^-7, 0.4}","{1.2844444444444444*^-8, 7.049535777141328*^-7, 0.52}","{1.2844444444444444*^-8, 7.989473880760171*^-7, 0.44}","{1.2844444444444444*^-8, 9.054737064861527*^-7, 0.56}","{1.2844444444444444*^-8, 1.0262035340176398*^-6, 0.56}","{1.2844444444444444*^-8, 1.1630306718866583*^-6, 0.4}","{1.2844444444444444*^-8, 1.3181014281382127*^-6, 0.44}","{1.2844444444444444*^-8, 1.4938482852233077*^-6, 0.4}","{1.2844444444444444*^-8, 1.6930280565864154*^-6, 0.4}","{1.2844444444444444*^-8, 1.9187651307979373*^-6, 0.44}","{1.2844444444444444*^-8, 2.1746004815709958*^-6, 0.64}","{1.2844444444444444*^-8, 2.4645472124471284*^-6, 0.48}","{1.2844444444444444*^-8, 2.7931535074400787*^-6, 0.52}","{1.2844444444444444*^-8, 3.165573975098756*^-6, 0.52}","{1.2844444444444444*^-8, 3.5876505051119234*^-6, 0.56}","{1.2844444444444444*^-8, 4.066003905793513*^-6, 0.56}","{1.2844444444444444*^-8, 4.608137759899315*^-6, 0.56}","{1.2844444444444444*^-8, 5.22255612788589*^-6, 0.4}","{1.2844444444444444*^-8, 5.918896944937342*^-6, 0.64}","{1.2844444444444444*^-8, 6.708083204262321*^-6, 0.76}","{1.2844444444444444*^-8, 7.6024942981639635*^-6, 0.64}","{1.2844444444444444*^-8, 8.616160204585826*^-6, 0.68}","{1.2844444444444444*^-8, 9.76498156519727*^-6, 0.6}","{1.2844444444444444*^-8, 0.000011066979107223572, 0.48}","{1.2844444444444444*^-8, 0.000012542576321520048, 0.68}","{1.2844444444444444*^-8, 0.000014214919831056053, 0.68}","{1.2844444444444444*^-8, 0.00001611024247519686, 0.64}","{1.2844444444444444*^-8, 0.000018258274805223106, 0.56}","{1.2844444444444444*^-8, 0.00002069271144591952, 0.4}","{1.2844444444444444*^-8, 0.000023451739638708786, 0.52}","{1.2844444444444444*^-8, 0.00002657863825720329, 0.4}","{1.2844444444444444*^-8, 0.000030122456691497062, 0.52}","{1.2844444444444444*^-8, 0.00003413878425036334, 0.68}","{1.2844444444444444*^-8, 0.00003869062215041178, 0.56}","{1.2844444444444444*^-8, 0.00004384937177046668, 0.6}","{1.2844444444444444*^-8, 0.00004969595467319557, 0.4}","{1.2844444444444444*^-8, 0.00005632208196295498, 0.64}","{1.2844444444444444*^-8, 0.00006383169289134897, 0.48}","{1.2844444444444444*^-8, 0.00007234258527686216, 0.4}","{1.2844444444444444*^-8, 0.00008198826331377712, 0.64}","{1.2844444444444444*^-8, 0.00009292003175561406, 0.32}","{1.2844444444444444*^-8, 0.00010530936932302926, 0.28}"
"{1.4557037037037036*^-8, 1.*^-8, 0.4}","{1.4557037037037036*^-8, 1.1333333333333334*^-8, 0.16}","{1.4557037037037036*^-8, 1.2844444444444444*^-8, 0.36}","{1.4557037037037036*^-8, 1.4557037037037036*^-8, 0.04}","{1.4557037037037036*^-8, 1.6497975308641973*^-8, 0.44}","{1.4557037037037036*^-8, 1.8697705349794235*^-8, 0.36}","{1.4557037037037036*^-8, 2.11907327297668*^-8, 0.4}","{1.4557037037037036*^-8, 2.4016163760402372*^-8, 0.24}","{1.4557037037037036*^-8, 2.7218318928456022*^-8, 0.24}","{1.4557037037037036*^-8, 3.0847428118916824*^-8, 0.24}","{1.4557037037037036*^-8, 3.49604185347724*^-8, 0.32}","{1.4557037037037036*^-8, 3.962180767274206*^-8, 0.24}","{1.4557037037037036*^-8, 4.4904715362441*^-8, 0.2}","{1.4557037037037036*^-8, 5.0892010744099796*^-8, 0.16}","{1.4557037037037036*^-8, 5.7677612176646436*^-8, 0.12}","{1.4557037037037036*^-8, 6.536796046686596*^-8, 0.2}","{1.4557037037037036*^-8, 7.408368852911476*^-8, 0.16}","{1.4557037037037036*^-8, 8.396151366633006*^-8, 0.12}","{1.4557037037037036*^-8, 9.515638215517407*^-8, 0.16}","{1.4557037037037036*^-8, 1.0784389977586394*^-7, 0.2}","{1.4557037037037036*^-8, 1.222230864126458*^-7, 0.12}","{1.4557037037037036*^-8, 1.385194979343319*^-7, 0.12}","{1.4557037037037036*^-8, 1.5698876432557614*^-7, 0.16}","{1.4557037037037036*^-8, 1.7792059956898628*^-7, 0.24}","{1.4557037037037036*^-8, 2.0164334617818446*^-7, 0.08}","{1.4557037037037036*^-8, 2.2852912566860905*^-7, 0.2}","{1.4557037037037036*^-8, 2.589996757577569*^-7, 0.16}","{1.4557037037037036*^-8, 2.9353296585879116*^-7, 0.12}","{1.4557037037037036*^-8, 3.326706946399633*^-7, 0.16}","{1.4557037037037036*^-8, 3.7702678725862507*^-7, 0.04}","{1.4557037037037036*^-8, 4.272970255597751*^-7, 0.12}","{1.4557037037037036*^-8, 4.842699623010784*^-7, 0.08}","{1.4557037037037036*^-8, 5.488392906078889*^-7, 0.}","{1.4557037037037036*^-8, 6.220178626889407*^-7, 0.08}","{1.4557037037037036*^-8, 7.049535777141328*^-7, 0.12}","{1.4557037037037036*^-8, 7.989473880760171*^-7, 0.12}","{1.4557037037037036*^-8, 9.054737064861527*^-7, 0.08}","{1.4557037037037036*^-8, 1.0262035340176398*^-6, 0.12}","{1.4557037037037036*^-8, 1.1630306718866583*^-6, 0.16}","{1.4557037037037036*^-8, 1.3181014281382127*^-6, 0.16}","{1.4557037037037036*^-8, 1.4938482852233077*^-6, 0.2}","{1.4557037037037036*^-8, 1.6930280565864154*^-6, 0.24}","{1.4557037037037036*^-8, 1.9187651307979373*^-6, 0.16}","{1.4557037037037036*^-8, 2.1746004815709958*^-6, 0.24}","{1.4557037037037036*^-8, 2.4645472124471284*^-6, 0.24}","{1.4557037037037036*^-8, 2.7931535074400787*^-6, 0.12}","{1.4557037037037036*^-8, 3.165573975098756*^-6, 0.32}","{1.4557037037037036*^-8, 3.5876505051119234*^-6, 0.28}","{1.4557037037037036*^-8, 4.066003905793513*^-6, 0.44}","{1.4557037037037036*^-8, 4.608137759899315*^-6, 0.24}","{1.4557037037037036*^-8, 5.22255612788589*^-6, 0.24}","{1.4557037037037036*^-8, 5.918896944937342*^-6, 0.28}","{1.4557037037037036*^-8, 6.708083204262321*^-6, 0.48}","{1.4557037037037036*^-8, 7.6024942981639635*^-6, 0.28}","{1.4557037037037036*^-8, 8.616160204585826*^-6, 0.32}","{1.4557037037037036*^-8, 9.76498156519727*^-6, 0.44}","{1.4557037037037036*^-8, 0.000011066979107223572, 0.24}","{1.4557037037037036*^-8, 0.000012542576321520048, 0.44}","{1.4557037037037036*^-8, 0.000014214919831056053, 0.28}","{1.4557037037037036*^-8, 0.00001611024247519686, 0.28}","{1.4557037037037036*^-8, 0.000018258274805223106, 0.52}","{1.4557037037037036*^-8, 0.00002069271144591952, 0.4}","{1.4557037037037036*^-8, 0.000023451739638708786, 0.4}","{1.4557037037037036*^-8, 0.00002657863825720329, 0.36}","{1.4557037037037036*^-8, 0.000030122456691497062, 0.56}","{1.4557037037037036*^-8, 0.00003413878425036334, 0.52}","{1.4557037037037036*^-8, 0.00003869062215041178, 0.4}","{1.4557037037037036*^-8, 0.00004384937177046668, 0.48}","{1.4557037037037036*^-8, 0.00004969595467319557, 0.32}","{1.4557037037037036*^-8, 0.00005632208196295498, 0.4}","{1.4557037037037036*^-8, 0.00006383169289134897, 0.48}","{1.4557037037037036*^-8, 0.00007234258527686216, 0.4}","{1.4557037037037036*^-8, 0.00008198826331377712, 0.44}","{1.4557037037037036*^-8, 0.00009292003175561406, 0.44}","{1.4557037037037036*^-8, 0.00010530936932302926, 0.32}"
"{1.6497975308641973*^-8, 1.*^-8, 0.48}","{1.6497975308641973*^-8, 1.1333333333333334*^-8, 0.56}","{1.6497975308641973*^-8, 1.2844444444444444*^-8, 0.4}","{1.6497975308641973*^-8, 1.4557037037037036*^-8, 0.32}","{1.6497975308641973*^-8, 1.6497975308641973*^-8, 0.32}","{1.6497975308641973*^-8, 1.8697705349794235*^-8, 0.48}","{1.6497975308641973*^-8, 2.11907327297668*^-8, 0.44}","{1.6497975308641973*^-8, 2.4016163760402372*^-8, 0.28}","{1.6497975308641973*^-8, 2.7218318928456022*^-8, 0.32}","{1.6497975308641973*^-8, 3.0847428118916824*^-8, 0.28}","{1.6497975308641973*^-8, 3.49604185347724*^-8, 0.32}","{1.6497975308641973*^-8, 3.962180767274206*^-8, 0.24}","{1.6497975308641973*^-8, 4.4904715362441*^-8, 0.36}","{1.6497975308641973*^-8, 5.0892010744099796*^-8, 0.4}","{1.6497975308641973*^-8, 5.7677612176646436*^-8, 0.28}","{1.6497975308641973*^-8, 6.536796046686596*^-8, 0.12}","{1.6497975308641973*^-8, 7.408368852911476*^-8, 0.24}","{1.6497975308641973*^-8, 8.396151366633006*^-8, 0.28}","{1.6497975308641973*^-8, 9.515638215517407*^-8, 0.28}","{1.6497975308641973*^-8, 1.0784389977586394*^-7, 0.32}","{1.6497975308641973*^-8, 1.222230864126458*^-7, 0.28}","{1.6497975308641973*^-8, 1.385194979343319*^-7, 0.16}","{1.6497975308641973*^-8, 1.5698876432557614*^-7, 0.12}","{1.6497975308641973*^-8, 1.7792059956898628*^-7, 0.2}","{1.6497975308641973*^-8, 2.0164334617818446*^-7, 0.12}","{1.6497975308641973*^-8, 2.2852912566860905*^-7, 0.04}","{1.6497975308641973*^-8, 2.589996757577569*^-7, 0.32}","{1.6497975308641973*^-8, 2.9353296585879116*^-7, 0.08}","{1.6497975308641973*^-8, 3.326706946399633*^-7, 0.}","{1.6497975308641973*^-8, 3.7702678725862507*^-7, 0.28}","{1.6497975308641973*^-8, 4.272970255597751*^-7, 0.12}","{1.6497975308641973*^-8, 4.842699623010784*^-7, 0.04}","{1.6497975308641973*^-8, 5.488392906078889*^-7, 0.04}","{1.6497975308641973*^-8, 6.220178626889407*^-7, 0.}","{1.6497975308641973*^-8, 7.049535777141328*^-7, 0.04}","{1.6497975308641973*^-8, 7.989473880760171*^-7, 0.16}","{1.6497975308641973*^-8, 9.054737064861527*^-7, 0.08}","{1.6497975308641973*^-8, 1.0262035340176398*^-6, 0.04}","{1.6497975308641973*^-8, 1.1630306718866583*^-6, 0.04}","{1.6497975308641973*^-8, 1.3181014281382127*^-6, 0.08}","{1.6497975308641973*^-8, 1.4938482852233077*^-6, 0.12}","{1.6497975308641973*^-8, 1.6930280565864154*^-6, 0.04}","{1.6497975308641973*^-8, 1.9187651307979373*^-6, 0.04}","{1.6497975308641973*^-8, 2.1746004815709958*^-6, 0.08}","{1.6497975308641973*^-8, 2.4645472124471284*^-6, 0.2}","{1.6497975308641973*^-8, 2.7931535074400787*^-6, 0.04}","{1.6497975308641973*^-8, 3.165573975098756*^-6, 0.16}","{1.6497975308641973*^-8, 3.5876505051119234*^-6, 0.2}","{1.6497975308641973*^-8, 4.066003905793513*^-6, 0.2}","{1.6497975308641973*^-8, 4.608137759899315*^-6, 0.2}","{1.6497975308641973*^-8, 5.22255612788589*^-6, 0.28}","{1.6497975308641973*^-8, 5.918896944937342*^-6, 0.2}","{1.6497975308641973*^-8, 6.708083204262321*^-6, 0.16}","{1.6497975308641973*^-8, 7.6024942981639635*^-6, 0.12}","{1.6497975308641973*^-8, 8.616160204585826*^-6, 0.52}","{1.6497975308641973*^-8, 9.76498156519727*^-6, 0.2}","{1.6497975308641973*^-8, 0.000011066979107223572, 0.28}","{1.6497975308641973*^-8, 0.000012542576321520048, 0.24}","{1.6497975308641973*^-8, 0.000014214919831056053, 0.36}","{1.6497975308641973*^-8, 0.00001611024247519686, 0.08}","{1.6497975308641973*^-8, 0.000018258274805223106, 0.2}","{1.6497975308641973*^-8, 0.00002069271144591952, 0.4}","{1.6497975308641973*^-8, 0.000023451739638708786, 0.24}","{1.6497975308641973*^-8, 0.00002657863825720329, 0.24}","{1.6497975308641973*^-8, 0.000030122456691497062, 0.28}","{1.6497975308641973*^-8, 0.00003413878425036334, 0.36}","{1.6497975308641973*^-8, 0.00003869062215041178, 0.44}","{1.6497975308641973*^-8, 0.00004384937177046668, 0.48}","{1.6497975308641973*^-8, 0.00004969595467319557, 0.4}","{1.6497975308641973*^-8, 0.00005632208196295498, 0.12}","{1.6497975308641973*^-8, 0.00006383169289134897, 0.28}","{1.6497975308641973*^-8, 0.00007234258527686216, 0.16}","{1.6497975308641973*^-8, 0.00008198826331377712, 0.36}","{1.6497975308641973*^-8, 0.00009292003175561406, 0.24}","{1.6497975308641973*^-8, 0.00010530936932302926, 0.16}"
