"{1.*^-7, 1.*^-7, 0.64}","{1.*^-7, 1.1428571428571429*^-7, 0.78}","{1.*^-7, 1.3061224489795918*^-7, 0.8}","{1.*^-7, 1.4927113702623908*^-7, 0.76}","{1.*^-7, 1.7059558517284465*^-7, 0.78}","{1.*^-7, 1.949663830546796*^-7, 0.6}","{1.*^-7, 2.228187234910624*^-7, 0.76}","{1.*^-7, 2.546499697040713*^-7, 0.7}","{1.*^-7, 2.9102853680465294*^-7, 0.68}","{1.*^-7, 3.3260404206246047*^-7, 0.76}","{1.*^-7, 3.8011890521424056*^-7, 0.7}","{1.*^-7, 4.344216059591321*^-7, 0.68}","{1.*^-7, 4.964818353818652*^-7, 0.78}","{1.*^-7, 5.674078118649888*^-7, 0.9}","{1.*^-7, 6.484660707028443*^-7, 0.64}","{1.*^-7, 7.411040808032506*^-7, 0.62}","{1.*^-7, 8.469760923465723*^-7, 0.66}","{1.*^-7, 9.679726769675112*^-7, 0.64}","{1.*^-7, 1.1062544879628699*^-6, 0.62}","{1.*^-7, 1.264290843386137*^-6, 0.5}","{1.*^-7, 1.4449038210127279*^-6, 0.52}","{1.*^-7, 1.6513186525859747*^-6, 0.44}","{1.*^-7, 1.8872213172411141*^-6, 0.6}","{1.*^-7, 2.156824362561273*^-6, 0.64}","{1.*^-7, 2.4649421286414553*^-6, 0.5}","{1.*^-7, 2.8170767184473775*^-6, 0.48}","{1.*^-7, 3.219516249654146*^-6, 0.58}","{1.*^-7, 3.6794471424618807*^-6, 0.48}","{1.*^-7, 4.205082448527864*^-6, 0.58}","{1.*^-7, 4.805808512603273*^-6, 0.48}","{1.*^-7, 5.492352585832312*^-6, 0.6}","{1.*^-7, 6.276974383808356*^-6, 0.54}","{1.*^-7, 7.173685010066693*^-6, 0.44}","{1.*^-7, 8.198497154361935*^-6, 0.5}","{1.*^-7, 9.369711033556497*^-6, 0.68}","{1.*^-7, 0.000010708241181207424, 0.46}","{1.*^-7, 0.000012237989921379913, 0.42}","{1.*^-7, 0.000013986274195862758, 0.44}","{1.*^-7, 0.000015984313366700296, 0.56}","{1.*^-7, 0.000018267786704800337, 0.46}","{1.*^-7, 0.000020877470519771813, 0.42}","{1.*^-7, 0.000023859966308310644, 0.4}","{1.*^-7, 0.000027268532923783594, 0.54}","{1.*^-7, 0.00003116403762718125, 0.44}","{1.*^-7, 0.000035616043002492855, 0.64}","{1.*^-7, 0.00004070404914570612, 0.54}","{1.*^-7, 0.000046518913309378427, 0.58}","{1.*^-7, 0.00005316447235357534, 0.5}","{1.*^-7, 0.00006075939697551468, 0.58}","{1.*^-7, 0.00006943931082915964, 0.48}","{1.*^-7, 0.00007935921237618245, 0.62}","{1.*^-7, 0.00009069624271563707, 0.46}","{1.*^-7, 0.00010365284881787095, 0.44}","{1.*^-7, 0.00011846039864899535, 0.54}","{1.*^-7, 0.00013538331274170898, 0.5}","{1.*^-7, 0.00015472378599052454, 0.56}","{1.*^-7, 0.0001768271839891709, 0.46}","{1.*^-7, 0.0002020882102733382, 0.56}","{1.*^-7, 0.00023095795459810082, 0.46}","{1.*^-7, 0.0002639519481121152, 0.4}","{1.*^-7, 0.0003016593692709888, 0.52}","{1.*^-7, 0.00034475356488113004, 0.56}","{1.*^-7, 0.0003940040741498629, 0.64}","{1.*^-7, 0.0004502903704569862, 0.44}","{1.*^-7, 0.0005146175662365557, 0.5}","{1.*^-7, 0.0005881343614132065, 0.56}","{1.*^-7, 0.0006721535559008074, 0.44}","{1.*^-7, 0.0007681754924580656, 0.5}","{1.*^-7, 0.0008779148485235035, 0.64}","{1.*^-7, 0.0010033312554554325, 0.42}","{1.*^-7, 0.0011466642919490658, 0.52}","{1.*^-7, 0.0013104734765132181, 0.54}","{1.*^-7, 0.0014976839731579634, 0.46}","{1.*^-7, 0.0017116388264662439, 0.56}","{1.*^-7, 0.0019561586588185643, 0.58}"
"{1.1428571428571429*^-7, 1.*^-7, 0.86}","{1.1428571428571429*^-7, 1.1428571428571429*^-7, 0.76}","{1.1428571428571429*^-7, 1.3061224489795918*^-7, 0.72}","{1.1428571428571429*^-7, 1.4927113702623908*^-7, 0.82}","{1.1428571428571429*^-7, 1.7059558517284465*^-7, 0.62}","{1.1428571428571429*^-7, 1.949663830546796*^-7, 0.82}","{1.1428571428571429*^-7, 2.228187234910624*^-7, 0.76}","{1.1428571428571429*^-7, 2.546499697040713*^-7, 0.62}","{1.1428571428571429*^-7, 2.9102853680465294*^-7, 0.84}","{1.1428571428571429*^-7, 3.3260404206246047*^-7, 0.8}","{1.1428571428571429*^-7, 3.8011890521424056*^-7, 0.74}","{1.1428571428571429*^-7, 4.344216059591321*^-7, 0.82}","{1.1428571428571429*^-7, 4.964818353818652*^-7, 0.8}","{1.1428571428571429*^-7, 5.674078118649888*^-7, 0.66}","{1.1428571428571429*^-7, 6.484660707028443*^-7, 0.62}","{1.1428571428571429*^-7, 7.411040808032506*^-7, 0.46}","{1.1428571428571429*^-7, 8.469760923465723*^-7, 0.5}","{1.1428571428571429*^-7, 9.679726769675112*^-7, 0.64}","{1.1428571428571429*^-7, 1.1062544879628699*^-6, 0.52}","{1.1428571428571429*^-7, 1.264290843386137*^-6, 0.62}","{1.1428571428571429*^-7, 1.4449038210127279*^-6, 0.4}","{1.1428571428571429*^-7, 1.6513186525859747*^-6, 0.5}","{1.1428571428571429*^-7, 1.8872213172411141*^-6, 0.44}","{1.1428571428571429*^-7, 2.156824362561273*^-6, 0.52}","{1.1428571428571429*^-7, 2.4649421286414553*^-6, 0.56}","{1.1428571428571429*^-7, 2.8170767184473775*^-6, 0.6}","{1.1428571428571429*^-7, 3.219516249654146*^-6, 0.52}","{1.1428571428571429*^-7, 3.6794471424618807*^-6, 0.56}","{1.1428571428571429*^-7, 4.205082448527864*^-6, 0.58}","{1.1428571428571429*^-7, 4.805808512603273*^-6, 0.46}","{1.1428571428571429*^-7, 5.492352585832312*^-6, 0.5}","{1.1428571428571429*^-7, 6.276974383808356*^-6, 0.46}","{1.1428571428571429*^-7, 7.173685010066693*^-6, 0.46}","{1.1428571428571429*^-7, 8.198497154361935*^-6, 0.38}","{1.1428571428571429*^-7, 9.369711033556497*^-6, 0.54}","{1.1428571428571429*^-7, 0.000010708241181207424, 0.42}","{1.1428571428571429*^-7, 0.000012237989921379913, 0.56}","{1.1428571428571429*^-7, 0.000013986274195862758, 0.58}","{1.1428571428571429*^-7, 0.000015984313366700296, 0.46}","{1.1428571428571429*^-7, 0.000018267786704800337, 0.46}","{1.1428571428571429*^-7, 0.000020877470519771813, 0.54}","{1.1428571428571429*^-7, 0.000023859966308310644, 0.5}","{1.1428571428571429*^-7, 0.000027268532923783594, 0.56}","{1.1428571428571429*^-7, 0.00003116403762718125, 0.56}","{1.1428571428571429*^-7, 0.000035616043002492855, 0.42}","{1.1428571428571429*^-7, 0.00004070404914570612, 0.58}","{1.1428571428571429*^-7, 0.000046518913309378427, 0.42}","{1.1428571428571429*^-7, 0.00005316447235357534, 0.54}","{1.1428571428571429*^-7, 0.00006075939697551468, 0.5}","{1.1428571428571429*^-7, 0.00006943931082915964, 0.58}","{1.1428571428571429*^-7, 0.00007935921237618245, 0.44}","{1.1428571428571429*^-7, 0.00009069624271563707, 0.5}","{1.1428571428571429*^-7, 0.00010365284881787095, 0.42}","{1.1428571428571429*^-7, 0.00011846039864899535, 0.44}","{1.1428571428571429*^-7, 0.00013538331274170898, 0.48}","{1.1428571428571429*^-7, 0.00015472378599052454, 0.52}","{1.1428571428571429*^-7, 0.0001768271839891709, 0.42}","{1.1428571428571429*^-7, 0.0002020882102733382, 0.64}","{1.1428571428571429*^-7, 0.00023095795459810082, 0.6}","{1.1428571428571429*^-7, 0.0002639519481121152, 0.42}","{1.1428571428571429*^-7, 0.0003016593692709888, 0.42}","{1.1428571428571429*^-7, 0.00034475356488113004, 0.54}","{1.1428571428571429*^-7, 0.0003940040741498629, 0.42}","{1.1428571428571429*^-7, 0.0004502903704569862, 0.5}","{1.1428571428571429*^-7, 0.0005146175662365557, 0.54}","{1.1428571428571429*^-7, 0.0005881343614132065, 0.5}","{1.1428571428571429*^-7, 0.0006721535559008074, 0.58}","{1.1428571428571429*^-7, 0.0007681754924580656, 0.5}","{1.1428571428571429*^-7, 0.0008779148485235035, 0.5}","{1.1428571428571429*^-7, 0.0010033312554554325, 0.58}","{1.1428571428571429*^-7, 0.0011466642919490658, 0.44}","{1.1428571428571429*^-7, 0.0013104734765132181, 0.44}","{1.1428571428571429*^-7, 0.0014976839731579634, 0.46}","{1.1428571428571429*^-7, 0.0017116388264662439, 0.44}","{1.1428571428571429*^-7, 0.0019561586588185643, 0.58}"
"{1.3061224489795918*^-7, 1.*^-7, 0.7}","{1.3061224489795918*^-7, 1.1428571428571429*^-7, 0.6}","{1.3061224489795918*^-7, 1.3061224489795918*^-7, 0.6}","{1.3061224489795918*^-7, 1.4927113702623908*^-7, 0.54}","{1.3061224489795918*^-7, 1.7059558517284465*^-7, 0.54}","{1.3061224489795918*^-7, 1.949663830546796*^-7, 0.4}","{1.3061224489795918*^-7, 2.228187234910624*^-7, 0.68}","{1.3061224489795918*^-7, 2.546499697040713*^-7, 0.62}","{1.3061224489795918*^-7, 2.9102853680465294*^-7, 0.64}","{1.3061224489795918*^-7, 3.3260404206246047*^-7, 0.56}","{1.3061224489795918*^-7, 3.8011890521424056*^-7, 0.5}","{1.3061224489795918*^-7, 4.344216059591321*^-7, 0.42}","{1.3061224489795918*^-7, 4.964818353818652*^-7, 0.28}","{1.3061224489795918*^-7, 5.674078118649888*^-7, 0.32}","{1.3061224489795918*^-7, 6.484660707028443*^-7, 0.2}","{1.3061224489795918*^-7, 7.411040808032506*^-7, 0.26}","{1.3061224489795918*^-7, 8.469760923465723*^-7, 0.12}","{1.3061224489795918*^-7, 9.679726769675112*^-7, 0.16}","{1.3061224489795918*^-7, 1.1062544879628699*^-6, 0.18}","{1.3061224489795918*^-7, 1.264290843386137*^-6, 0.26}","{1.3061224489795918*^-7, 1.4449038210127279*^-6, 0.16}","{1.3061224489795918*^-7, 1.6513186525859747*^-6, 0.16}","{1.3061224489795918*^-7, 1.8872213172411141*^-6, 0.12}","{1.3061224489795918*^-7, 2.156824362561273*^-6, 0.12}","{1.3061224489795918*^-7, 2.4649421286414553*^-6, 0.14}","{1.3061224489795918*^-7, 2.8170767184473775*^-6, 0.16}","{1.3061224489795918*^-7, 3.219516249654146*^-6, 0.12}","{1.3061224489795918*^-7, 3.6794471424618807*^-6, 0.14}","{1.3061224489795918*^-7, 4.205082448527864*^-6, 0.14}","{1.3061224489795918*^-7, 4.805808512603273*^-6, 0.14}","{1.3061224489795918*^-7, 5.492352585832312*^-6, 0.24}","{1.3061224489795918*^-7, 6.276974383808356*^-6, 0.14}","{1.3061224489795918*^-7, 7.173685010066693*^-6, 0.08}","{1.3061224489795918*^-7, 8.198497154361935*^-6, 0.1}","{1.3061224489795918*^-7, 9.369711033556497*^-6, 0.08}","{1.3061224489795918*^-7, 0.000010708241181207424, 0.1}","{1.3061224489795918*^-7, 0.000012237989921379913, 0.12}","{1.3061224489795918*^-7, 0.000013986274195862758, 0.08}","{1.3061224489795918*^-7, 0.000015984313366700296, 0.18}","{1.3061224489795918*^-7, 0.000018267786704800337, 0.2}","{1.3061224489795918*^-7, 0.000020877470519771813, 0.12}","{1.3061224489795918*^-7, 0.000023859966308310644, 0.1}","{1.3061224489795918*^-7, 0.000027268532923783594, 0.08}","{1.3061224489795918*^-7, 0.00003116403762718125, 0.14}","{1.3061224489795918*^-7, 0.000035616043002492855, 0.1}","{1.3061224489795918*^-7, 0.00004070404914570612, 0.14}","{1.3061224489795918*^-7, 0.000046518913309378427, 0.06}","{1.3061224489795918*^-7, 0.00005316447235357534, 0.16}","{1.3061224489795918*^-7, 0.00006075939697551468, 0.04}","{1.3061224489795918*^-7, 0.00006943931082915964, 0.16}","{1.3061224489795918*^-7, 0.00007935921237618245, 0.1}","{1.3061224489795918*^-7, 0.00009069624271563707, 0.16}","{1.3061224489795918*^-7, 0.00010365284881787095, 0.12}","{1.3061224489795918*^-7, 0.00011846039864899535, 0.16}","{1.3061224489795918*^-7, 0.00013538331274170898, 0.18}","{1.3061224489795918*^-7, 0.00015472378599052454, 0.14}","{1.3061224489795918*^-7, 0.0001768271839891709, 0.24}","{1.3061224489795918*^-7, 0.0002020882102733382, 0.1}","{1.3061224489795918*^-7, 0.00023095795459810082, 0.24}","{1.3061224489795918*^-7, 0.0002639519481121152, 0.2}","{1.3061224489795918*^-7, 0.0003016593692709888, 0.2}","{1.3061224489795918*^-7, 0.00034475356488113004, 0.16}","{1.3061224489795918*^-7, 0.0003940040741498629, 0.16}","{1.3061224489795918*^-7, 0.0004502903704569862, 0.2}","{1.3061224489795918*^-7, 0.0005146175662365557, 0.22}","{1.3061224489795918*^-7, 0.0005881343614132065, 0.18}","{1.3061224489795918*^-7, 0.0006721535559008074, 0.12}","{1.3061224489795918*^-7, 0.0007681754924580656, 0.18}","{1.3061224489795918*^-7, 0.0008779148485235035, 0.16}","{1.3061224489795918*^-7, 0.0010033312554554325, 0.1}","{1.3061224489795918*^-7, 0.0011466642919490658, 0.14}","{1.3061224489795918*^-7, 0.0013104734765132181, 0.14}","{1.3061224489795918*^-7, 0.0014976839731579634, 0.26}","{1.3061224489795918*^-7, 0.0017116388264662439, 0.18}","{1.3061224489795918*^-7, 0.0019561586588185643, 0.28}"
"{1.4927113702623908*^-7, 1.*^-7, 0.68}","{1.4927113702623908*^-7, 1.1428571428571429*^-7, 0.66}","{1.4927113702623908*^-7, 1.3061224489795918*^-7, 0.7}","{1.4927113702623908*^-7, 1.4927113702623908*^-7, 0.66}","{1.4927113702623908*^-7, 1.7059558517284465*^-7, 0.56}","{1.4927113702623908*^-7, 1.949663830546796*^-7, 0.68}","{1.4927113702623908*^-7, 2.228187234910624*^-7, 0.66}","{1.4927113702623908*^-7, 2.546499697040713*^-7, 0.7}","{1.4927113702623908*^-7, 2.9102853680465294*^-7, 0.7}","{1.4927113702623908*^-7, 3.3260404206246047*^-7, 0.6}","{1.4927113702623908*^-7, 3.8011890521424056*^-7, 0.6}","{1.4927113702623908*^-7, 4.344216059591321*^-7, 0.62}","{1.4927113702623908*^-7, 4.964818353818652*^-7, 0.38}","{1.4927113702623908*^-7, 5.674078118649888*^-7, 0.28}","{1.4927113702623908*^-7, 6.484660707028443*^-7, 0.4}","{1.4927113702623908*^-7, 7.411040808032506*^-7, 0.44}","{1.4927113702623908*^-7, 8.469760923465723*^-7, 0.38}","{1.4927113702623908*^-7, 9.679726769675112*^-7, 0.28}","{1.4927113702623908*^-7, 1.1062544879628699*^-6, 0.24}","{1.4927113702623908*^-7, 1.264290843386137*^-6, 0.26}","{1.4927113702623908*^-7, 1.4449038210127279*^-6, 0.2}","{1.4927113702623908*^-7, 1.6513186525859747*^-6, 0.32}","{1.4927113702623908*^-7, 1.8872213172411141*^-6, 0.28}","{1.4927113702623908*^-7, 2.156824362561273*^-6, 0.16}","{1.4927113702623908*^-7, 2.4649421286414553*^-6, 0.14}","{1.4927113702623908*^-7, 2.8170767184473775*^-6, 0.18}","{1.4927113702623908*^-7, 3.219516249654146*^-6, 0.24}","{1.4927113702623908*^-7, 3.6794471424618807*^-6, 0.28}","{1.4927113702623908*^-7, 4.205082448527864*^-6, 0.24}","{1.4927113702623908*^-7, 4.805808512603273*^-6, 0.14}","{1.4927113702623908*^-7, 5.492352585832312*^-6, 0.34}","{1.4927113702623908*^-7, 6.276974383808356*^-6, 0.14}","{1.4927113702623908*^-7, 7.173685010066693*^-6, 0.12}","{1.4927113702623908*^-7, 8.198497154361935*^-6, 0.22}","{1.4927113702623908*^-7, 9.369711033556497*^-6, 0.18}","{1.4927113702623908*^-7, 0.000010708241181207424, 0.14}","{1.4927113702623908*^-7, 0.000012237989921379913, 0.16}","{1.4927113702623908*^-7, 0.000013986274195862758, 0.22}","{1.4927113702623908*^-7, 0.000015984313366700296, 0.12}","{1.4927113702623908*^-7, 0.000018267786704800337, 0.2}","{1.4927113702623908*^-7, 0.000020877470519771813, 0.18}","{1.4927113702623908*^-7, 0.000023859966308310644, 0.2}","{1.4927113702623908*^-7, 0.000027268532923783594, 0.3}","{1.4927113702623908*^-7, 0.00003116403762718125, 0.18}","{1.4927113702623908*^-7, 0.000035616043002492855, 0.16}","{1.4927113702623908*^-7, 0.00004070404914570612, 0.16}","{1.4927113702623908*^-7, 0.000046518913309378427, 0.14}","{1.4927113702623908*^-7, 0.00005316447235357534, 0.14}","{1.4927113702623908*^-7, 0.00006075939697551468, 0.18}","{1.4927113702623908*^-7, 0.00006943931082915964, 0.08}","{1.4927113702623908*^-7, 0.00007935921237618245, 0.16}","{1.4927113702623908*^-7, 0.00009069624271563707, 0.22}","{1.4927113702623908*^-7, 0.00010365284881787095, 0.16}","{1.4927113702623908*^-7, 0.00011846039864899535, 0.16}","{1.4927113702623908*^-7, 0.00013538331274170898, 0.18}","{1.4927113702623908*^-7, 0.00015472378599052454, 0.14}","{1.4927113702623908*^-7, 0.0001768271839891709, 0.14}","{1.4927113702623908*^-7, 0.0002020882102733382, 0.18}","{1.4927113702623908*^-7, 0.00023095795459810082, 0.12}","{1.4927113702623908*^-7, 0.0002639519481121152, 0.16}","{1.4927113702623908*^-7, 0.0003016593692709888, 0.18}","{1.4927113702623908*^-7, 0.00034475356488113004, 0.06}","{1.4927113702623908*^-7, 0.0003940040741498629, 0.18}","{1.4927113702623908*^-7, 0.0004502903704569862, 0.12}","{1.4927113702623908*^-7, 0.0005146175662365557, 0.18}","{1.4927113702623908*^-7, 0.0005881343614132065, 0.22}","{1.4927113702623908*^-7, 0.0006721535559008074, 0.18}","{1.4927113702623908*^-7, 0.0007681754924580656, 0.14}","{1.4927113702623908*^-7, 0.0008779148485235035, 0.16}","{1.4927113702623908*^-7, 0.0010033312554554325, 0.1}","{1.4927113702623908*^-7, 0.0011466642919490658, 0.16}","{1.4927113702623908*^-7, 0.0013104734765132181, 0.12}","{1.4927113702623908*^-7, 0.0014976839731579634, 0.14}","{1.4927113702623908*^-7, 0.0017116388264662439, 0.22}","{1.4927113702623908*^-7, 0.0019561586588185643, 0.18}"
"{1.7059558517284465*^-7, 1.*^-7, 0.94}","{1.7059558517284465*^-7, 1.1428571428571429*^-7, 0.86}","{1.7059558517284465*^-7, 1.3061224489795918*^-7, 0.86}","{1.7059558517284465*^-7, 1.4927113702623908*^-7, 0.82}","{1.7059558517284465*^-7, 1.7059558517284465*^-7, 0.88}","{1.7059558517284465*^-7, 1.949663830546796*^-7, 0.92}","{1.7059558517284465*^-7, 2.228187234910624*^-7, 0.88}","{1.7059558517284465*^-7, 2.546499697040713*^-7, 0.86}","{1.7059558517284465*^-7, 2.9102853680465294*^-7, 0.94}","{1.7059558517284465*^-7, 3.3260404206246047*^-7, 0.92}","{1.7059558517284465*^-7, 3.8011890521424056*^-7, 0.84}","{1.7059558517284465*^-7, 4.344216059591321*^-7, 0.72}","{1.7059558517284465*^-7, 4.964818353818652*^-7, 0.88}","{1.7059558517284465*^-7, 5.674078118649888*^-7, 0.78}","{1.7059558517284465*^-7, 6.484660707028443*^-7, 0.8}","{1.7059558517284465*^-7, 7.411040808032506*^-7, 0.72}","{1.7059558517284465*^-7, 8.469760923465723*^-7, 0.64}","{1.7059558517284465*^-7, 9.679726769675112*^-7, 0.68}","{1.7059558517284465*^-7, 1.1062544879628699*^-6, 0.66}","{1.7059558517284465*^-7, 1.264290843386137*^-6, 0.6}","{1.7059558517284465*^-7, 1.4449038210127279*^-6, 0.54}","{1.7059558517284465*^-7, 1.6513186525859747*^-6, 0.56}","{1.7059558517284465*^-7, 1.8872213172411141*^-6, 0.52}","{1.7059558517284465*^-7, 2.156824362561273*^-6, 0.58}","{1.7059558517284465*^-7, 2.4649421286414553*^-6, 0.56}","{1.7059558517284465*^-7, 2.8170767184473775*^-6, 0.38}","{1.7059558517284465*^-7, 3.219516249654146*^-6, 0.36}","{1.7059558517284465*^-7, 3.6794471424618807*^-6, 0.42}","{1.7059558517284465*^-7, 4.205082448527864*^-6, 0.42}","{1.7059558517284465*^-7, 4.805808512603273*^-6, 0.36}","{1.7059558517284465*^-7, 5.492352585832312*^-6, 0.32}","{1.7059558517284465*^-7, 6.276974383808356*^-6, 0.28}","{1.7059558517284465*^-7, 7.173685010066693*^-6, 0.28}","{1.7059558517284465*^-7, 8.198497154361935*^-6, 0.34}","{1.7059558517284465*^-7, 9.369711033556497*^-6, 0.34}","{1.7059558517284465*^-7, 0.000010708241181207424, 0.26}","{1.7059558517284465*^-7, 0.000012237989921379913, 0.34}","{1.7059558517284465*^-7, 0.000013986274195862758, 0.28}","{1.7059558517284465*^-7, 0.000015984313366700296, 0.18}","{1.7059558517284465*^-7, 0.000018267786704800337, 0.18}","{1.7059558517284465*^-7, 0.000020877470519771813, 0.24}","{1.7059558517284465*^-7, 0.000023859966308310644, 0.26}","{1.7059558517284465*^-7, 0.000027268532923783594, 0.16}","{1.7059558517284465*^-7, 0.00003116403762718125, 0.3}","{1.7059558517284465*^-7, 0.000035616043002492855, 0.3}","{1.7059558517284465*^-7, 0.00004070404914570612, 0.2}","{1.7059558517284465*^-7, 0.000046518913309378427, 0.2}","{1.7059558517284465*^-7, 0.00005316447235357534, 0.1}","{1.7059558517284465*^-7, 0.00006075939697551468, 0.4}","{1.7059558517284465*^-7, 0.00006943931082915964, 0.14}","{1.7059558517284465*^-7, 0.00007935921237618245, 0.28}","{1.7059558517284465*^-7, 0.00009069624271563707, 0.28}","{1.7059558517284465*^-7, 0.00010365284881787095, 0.3}","{1.7059558517284465*^-7, 0.00011846039864899535, 0.3}","{1.7059558517284465*^-7, 0.00013538331274170898, 0.14}","{1.7059558517284465*^-7, 0.00015472378599052454, 0.2}","{1.7059558517284465*^-7, 0.0001768271839891709, 0.14}","{1.7059558517284465*^-7, 0.0002020882102733382, 0.26}","{1.7059558517284465*^-7, 0.00023095795459810082, 0.14}","{1.7059558517284465*^-7, 0.0002639519481121152, 0.2}","{1.7059558517284465*^-7, 0.0003016593692709888, 0.24}","{1.7059558517284465*^-7, 0.00034475356488113004, 0.22}","{1.7059558517284465*^-7, 0.0003940040741498629, 0.26}","{1.7059558517284465*^-7, 0.0004502903704569862, 0.26}","{1.7059558517284465*^-7, 0.0005146175662365557, 0.16}","{1.7059558517284465*^-7, 0.0005881343614132065, 0.2}","{1.7059558517284465*^-7, 0.0006721535559008074, 0.2}","{1.7059558517284465*^-7, 0.0007681754924580656, 0.32}","{1.7059558517284465*^-7, 0.0008779148485235035, 0.28}","{1.7059558517284465*^-7, 0.0010033312554554325, 0.16}","{1.7059558517284465*^-7, 0.0011466642919490658, 0.16}","{1.7059558517284465*^-7, 0.0013104734765132181, 0.2}","{1.7059558517284465*^-7, 0.0014976839731579634, 0.14}","{1.7059558517284465*^-7, 0.0017116388264662439, 0.2}","{1.7059558517284465*^-7, 0.0019561586588185643, 0.28}"
"{1.949663830546796*^-7, 1.*^-7, 1.}","{1.949663830546796*^-7, 1.1428571428571429*^-7, 0.98}","{1.949663830546796*^-7, 1.3061224489795918*^-7, 1.}","{1.949663830546796*^-7, 1.4927113702623908*^-7, 1.}","{1.949663830546796*^-7, 1.7059558517284465*^-7, 1.}","{1.949663830546796*^-7, 1.949663830546796*^-7, 1.}","{1.949663830546796*^-7, 2.228187234910624*^-7, 1.}","{1.949663830546796*^-7, 2.546499697040713*^-7, 1.}","{1.949663830546796*^-7, 2.9102853680465294*^-7, 1.}","{1.949663830546796*^-7, 3.3260404206246047*^-7, 1.}","{1.949663830546796*^-7, 3.8011890521424056*^-7, 1.}","{1.949663830546796*^-7, 4.344216059591321*^-7, 0.98}","{1.949663830546796*^-7, 4.964818353818652*^-7, 1.}","{1.949663830546796*^-7, 5.674078118649888*^-7, 0.94}","{1.949663830546796*^-7, 6.484660707028443*^-7, 0.88}","{1.949663830546796*^-7, 7.411040808032506*^-7, 0.98}","{1.949663830546796*^-7, 8.469760923465723*^-7, 0.94}","{1.949663830546796*^-7, 9.679726769675112*^-7, 0.88}","{1.949663830546796*^-7, 1.1062544879628699*^-6, 0.9}","{1.949663830546796*^-7, 1.264290843386137*^-6, 0.86}","{1.949663830546796*^-7, 1.4449038210127279*^-6, 0.82}","{1.949663830546796*^-7, 1.6513186525859747*^-6, 0.92}","{1.949663830546796*^-7, 1.8872213172411141*^-6, 0.9}","{1.949663830546796*^-7, 2.156824362561273*^-6, 0.84}","{1.949663830546796*^-7, 2.4649421286414553*^-6, 0.74}","{1.949663830546796*^-7, 2.8170767184473775*^-6, 0.64}","{1.949663830546796*^-7, 3.219516249654146*^-6, 0.68}","{1.949663830546796*^-7, 3.6794471424618807*^-6, 0.62}","{1.949663830546796*^-7, 4.205082448527864*^-6, 0.7}","{1.949663830546796*^-7, 4.805808512603273*^-6, 0.56}","{1.949663830546796*^-7, 5.492352585832312*^-6, 0.64}","{1.949663830546796*^-7, 6.276974383808356*^-6, 0.54}","{1.949663830546796*^-7, 7.173685010066693*^-6, 0.6}","{1.949663830546796*^-7, 8.198497154361935*^-6, 0.68}","{1.949663830546796*^-7, 9.369711033556497*^-6, 0.44}","{1.949663830546796*^-7, 0.000010708241181207424, 0.26}","{1.949663830546796*^-7, 0.000012237989921379913, 0.4}","{1.949663830546796*^-7, 0.000013986274195862758, 0.42}","{1.949663830546796*^-7, 0.000015984313366700296, 0.42}","{1.949663830546796*^-7, 0.000018267786704800337, 0.18}","{1.949663830546796*^-7, 0.000020877470519771813, 0.42}","{1.949663830546796*^-7, 0.000023859966308310644, 0.46}","{1.949663830546796*^-7, 0.000027268532923783594, 0.32}","{1.949663830546796*^-7, 0.00003116403762718125, 0.32}","{1.949663830546796*^-7, 0.000035616043002492855, 0.36}","{1.949663830546796*^-7, 0.00004070404914570612, 0.26}","{1.949663830546796*^-7, 0.000046518913309378427, 0.38}","{1.949663830546796*^-7, 0.00005316447235357534, 0.24}","{1.949663830546796*^-7, 0.00006075939697551468, 0.34}","{1.949663830546796*^-7, 0.00006943931082915964, 0.32}","{1.949663830546796*^-7, 0.00007935921237618245, 0.22}","{1.949663830546796*^-7, 0.00009069624271563707, 0.28}","{1.949663830546796*^-7, 0.00010365284881787095, 0.2}","{1.949663830546796*^-7, 0.00011846039864899535, 0.32}","{1.949663830546796*^-7, 0.00013538331274170898, 0.38}","{1.949663830546796*^-7, 0.00015472378599052454, 0.24}","{1.949663830546796*^-7, 0.0001768271839891709, 0.44}","{1.949663830546796*^-7, 0.0002020882102733382, 0.32}","{1.949663830546796*^-7, 0.00023095795459810082, 0.24}","{1.949663830546796*^-7, 0.0002639519481121152, 0.4}","{1.949663830546796*^-7, 0.0003016593692709888, 0.24}","{1.949663830546796*^-7, 0.00034475356488113004, 0.2}","{1.949663830546796*^-7, 0.0003940040741498629, 0.32}","{1.949663830546796*^-7, 0.0004502903704569862, 0.16}","{1.949663830546796*^-7, 0.0005146175662365557, 0.26}","{1.949663830546796*^-7, 0.0005881343614132065, 0.26}","{1.949663830546796*^-7, 0.0006721535559008074, 0.32}","{1.949663830546796*^-7, 0.0007681754924580656, 0.36}","{1.949663830546796*^-7, 0.0008779148485235035, 0.28}","{1.949663830546796*^-7, 0.0010033312554554325, 0.36}","{1.949663830546796*^-7, 0.0011466642919490658, 0.32}","{1.949663830546796*^-7, 0.0013104734765132181, 0.22}","{1.949663830546796*^-7, 0.0014976839731579634, 0.42}","{1.949663830546796*^-7, 0.0017116388264662439, 0.3}","{1.949663830546796*^-7, 0.0019561586588185643, 0.5}"
